Name,elo_overall,match_number,elo_hard,match_number_hard,elo_clay,match_number_clay,elo_grass,match_number_grass,previous_match
Bala Habu Musa,1345.0222746067195,2,1342.9156938418635,2,1400.0,0,1400.0,0,2011-Nigeria F4-Andre Gaspar Murta-Bala Habu Musa
Denis Indondo Ilongende,1345.016826938847,6,1359.0454849426083,6,1400.0,0,1400.0,0,2015-Gabon F1-Javier Pulgar Garcia-Denis Indondo Ilongende
Joseph Guluzian,1345.0,20,1345.0,1,1345.0,0,1345.0,0,2015-Egypt F42-Lukas Koncilia-Joseph Guluzian
Russell Moseley,1344.9902150931887,2,1353.5976437572403,1,1400.0,0,1379.59285321915,1,2015-Davis Cup G1 PO: BAR vs URU-Nicolas Xiviller-Russell Moseley
Catalin Mateas,1344.988611144238,24,1341.1841054245588,16,1358.7061407137035,8,1400.0,0,2018-Cary CH-Takanyi Garanganga-Catalin Mateas
Stieg Martens,1344.9868092122233,6,1400.0,0,1347.1339021435112,6,1400.0,0,2015-Belgium F10-Romain Barbosa-Stieg Martens
Dillon Pottish,1344.9763544628622,2,1356.4937133393053,1,1375.6478387328489,1,1400.0,0,2012-USA F31-Artem Sitak-Dillon Pottish
Allan Velasco,1344.9522877782676,4,1358.1216607308993,2,1364.1180153284072,2,1400.0,0,2013-Copa Barranquilla-Rafael Matos-Allan Velasco
Igor Sao Thiago,1344.935657928633,19,1428.104883197203,12,1310.3238451133054,7,1400.0,0,2019-M15 Bucaramanga-Herbert Jody Maginley-Igor Sao Thiago
Ahmed Lahlou,1344.9265298845874,3,1400.0,0,1328.3053834586126,3,1400.0,0,2013-Mediterranee Avenir-Dennis Uspensky-Ahmed Lahlou
Fernando Bibiloni,1344.9058074380823,1,1400.0,0,1330.7973468576185,1,1400.0,0,2010-Rwanda F1-Mauricio Alvarez Guzman-Fernando Bibiloni
Andrew Kunaka,1344.8771020324673,1,1337.82786480181,1,1400.0,0,1400.0,0,2019-M15 Harare 1-Niklas Johansson-Andrew Kunaka
Tomislav Draganja,1344.8707732174269,38,1369.5081238638027,6,1380.4067553424675,32,1400.0,0,2018-Lisbon CH-Yshai Oliel-Tomislav Draganja
Omar Al Thagib,1344.8668114904565,1,1343.9438774958928,1,1400.0,0,1400.0,0,2012-Saudi Arabia F1-Hasier Pastor-Omar Al Thagib
Ondrej Valek,1344.838917041498,1,1400.0,0,1400.0,0,1325.6696184311966,1,2021-M15 Opava-Ondrej Horak-Ondrej Valek
Anton Georgiev,1344.7767873541932,1,1400.0,0,1337.8817716582955,1,1400.0,0,2015-Bulgaria F1-Besir Durguti-Anton Georgiev
Hanxiang Chen,1344.7631258913805,7,1350.2610661512329,7,1400.0,0,1400.0,0,2015-China F4-Ruan Roelofse-Hanxiang Chen
Joao Paulo Estefani Almeida,1344.754216707521,1,1400.0,0,1335.0458874142748,1,1400.0,0,2011-Bolivia F1-Matias Castro-Joao Paulo Estefani Almeida
Piotr Baranski,1344.7388594496592,6,1400.0,0,1357.1024322139197,6,1400.0,0,2015-Croatia F3-Marcin Gawron-Piotr Baranski
Sebastian Gorzny,1344.7288380605135,5,1375.493450111537,3,1321.7246805402144,2,1400.0,0,2022-M15 Naples FL-John Mcnally-Sebastian Gorzny
Michal Kianicka,1344.7209073988254,4,1356.6917191216655,1,1370.4162924164455,3,1400.0,0,2012-42nd Banana Bowl-Leonardo Civita Telles-Michal Kianicka
Jody Alan Claassen,1344.7021166127427,2,1323.1619467028897,2,1400.0,0,1400.0,0,2021-M25 Pretoria-Sebastian Prechtel-Jody Alan Claassen
Ho Min Kang,1344.6936559560595,18,1351.7067877495006,12,1356.760384352025,6,1400.0,0,2018-Korea F6-Dylan Seong Kwan Kim-Ho Min Kang
Daniil Nabatchikov,1344.6894356696498,2,1400.0,0,1342.3751646096434,2,1400.0,0,2019-M15 Cairo 6-Lenny Hampel-Daniil Nabatchikov
Avery Zavala,1344.6887926028369,2,1337.041680951721,2,1400.0,0,1400.0,0,2022-M25 Tulsa OK-Sho Shimabukuro-Avery Zavala
Yannick Nelord,1344.6848682374543,40,1302.7042290806774,16,1457.0,0,1457.0,0,2011-India F8-Lucas Renard-Yannick Nelord
Javier Bacaicoa,1344.673102591226,2,1349.2065595181882,2,1400.0,0,1400.0,0,2011-USA F19-Nathaniel Gorham-Javier Bacaicoa
Joao Victor Couto Loureiro,1344.63543989959,54,1332.9111625044482,14,1373.6898685501553,38,1428.4345001949216,2,2022-Cali CH-Matias Zukas-Joao Victor Couto Loureiro
Kenneth Rabinad Vila,1344.5863335978986,2,1352.9635368735567,1,1373.9210302939166,1,1400.0,0,2022-M25 Vic-Imanol Lopez Morillo-Kenneth Rabinad Vila
Ricardo Corrente,1344.5798443690796,8,1389.2417619915284,2,1381.8784022991667,3,1463.0,0,2010-Colombia F3-Eduardo Struvay-Ricardo Corrente
Matthew Rodriguez,1344.5723529151626,2,1353.5976437572403,1,1385.3473275422955,1,1400.0,0,2019-M15 Norman OK-Bradley Frye-Matthew Rodriguez
Tomas Kopczynski,1344.568500328192,16,1351.9653122185812,3,1376.7110508181966,13,1400.0,0,2018-International Spring Championships-Alexander Bernard-Tomas Kopczynski
Francisco Mendieta,1344.527947922088,2,1381.7560987494405,1,1350.2831897399003,1,1400.0,0,2011-Colombia F2-Juan Sebastian Cabal-Francisco Mendieta
Antoine Ghibaudo,1344.5146996091116,3,1400.0,0,1341.2012151869494,3,1400.0,0,2021-Roland Garros Boys-Victor Lilov-Antoine Ghibaudo
Juan Sebastian Langton,1344.514450083854,7,1409.7740713504188,1,1342.0940731840894,2,1482.0,0,2012-Davis Cup G2 PO: LIB vs POC-Patrick Chucri-Juan Sebastian Langton
Nkanku Mukeba,1344.4796538316791,1,1400.0,0,1338.9785134099586,1,1400.0,0,2019-M15 Kampala-S D Prajwal Dev-Nkanku Mukeba
Jagdish Tanwar,1344.4742048299895,65,1346.7726150664398,42,1370.5897313498228,3,1448.0,0,2017-Thailand F7-Nicholas S Hu-Jagdish Tanwar
Wenceslao Albin Martin,1344.4473421027637,6,1388.1079006610657,1,1357.644917025031,5,1400.0,0,2014-Argentina F19-Matias Rodolfo Buchhass-Wenceslao Albin Martin
Suresh Krishna,1344.4286561960546,7,1339.4912405004152,5,1424.8004989916953,1,1472.0,0,2012-India F3-Vivek Shokeen-Suresh Krishna
Adriaan Du Toit,1344.3810079618113,5,1341.6208486734772,5,1400.0,0,1400.0,0,2012-South Africa F2-Mark Vervoort-Adriaan Du Toit
Natan Rodrigues,1344.3634653239856,75,1319.8315585180742,40,1362.5109964410456,27,1479.7465522259554,8,2021-M15 Recife-Gustavo Heide-Natan Rodrigues
Khalil Adel Radjaa,1344.3544093834594,2,1400.0,0,1335.3377273179133,2,1400.0,0,2022-M15 Oran-Benjamin Lock-Khalil Adel Radjaa
Luka Panic,1344.3539210757406,2,1400.0,0,1343.7755011838588,2,1400.0,0,2014-Croatia F14-Jan Kuncik-Luka Panic
Cameron Green,1344.3495990229883,50,1400.3786581158001,41,1315.7375617606117,6,1245.2618445354324,3,2020-M25 Geelong-Dayne Kelly-Cameron Green
Nicolas Ancedy,1344.3473065881403,5,1377.2110822200848,3,1364.0825909558569,2,1400.0,0,2016-Tunisia F26-Marc Sieber-Nicolas Ancedy
Miguel Vazquez,1344.3353163223433,1,1342.6814280997396,1,1400.0,0,1400.0,0,2014-Mexico F13-Zeke Hindle-Miguel Vazquez
Jiri Vachtl,1344.326263673482,2,1364.4575185184685,1,1360.533737468411,1,1400.0,0,2017-Slovak Republic F1-Filipp Kekercheni-Jiri Vachtl
Byeonghun Kim,1344.318040004851,2,1339.3452610944116,2,1400.0,0,1400.0,0,2017-Korea F1-Makoto Ochi-Byeonghun Kim
Wassily Philip Leon Moritz,1344.3066462979343,2,1348.149991507724,2,1400.0,0,1400.0,0,2018-Russia F1-Dmitry Mnushkin-Wassily Philip Leon Moritz
Daniel Milavsky,1344.2888963577684,5,1352.6400315961953,4,1375.1104354820072,1,1400.0,0,2019-J1 Bradenton-Pedro Vives Marcos-Daniel Milavsky
Jose Mario Marquez,1344.2816474315744,1,1338.9044456431732,1,1400.0,0,1400.0,0,2021-M15 Guatemala-Herbert Jody Maginley-Jose Mario Marquez
Hugo Bron,1344.233389237474,2,1400.0,0,1400.0,0,1292.6782083625376,2,2020-M15 Veigy-Foncenex-Robert Quentin-Hugo Bron
Daniel Labrador,1344.194430666189,4,1364.707494133436,1,1380.5035561257366,3,1400.0,0,2019-M15 Tallahassee FL-Jack Findel Hawkins-Daniel Labrador
Daniil Gusev,1344.1861639698454,1,1400.0,0,1344.2720448075993,1,1400.0,0,2019-M15 Antalya 22-Viacheslav Yulik-Daniil Gusev
Marcos Vinicius Da Silva Dias,1344.185137643725,3,1400.0,0,1320.1013213535666,3,1400.0,0,2011-Banana Bowl-Mathias Bourgue-Marcos Vinicius Da Silva Dias
Noah Perfetti,1344.1665753267305,2,1400.0,0,1342.7735433019013,2,1400.0,0,2022-M15 Marrakech-Maxime Hamou-Noah Perfetti
Boniek Ramon Ramirez Vega,1344.1571155016986,1,1336.0387040724606,1,1400.0,0,1400.0,0,2012-Mexico F15-Andrew Ochotta-Boniek Ramon Ramirez Vega
Nestor Briceno,1344.1526414521047,1,1348.8796767156664,1,1400.0,0,1400.0,0,2012-USA F10-Mico Santiago-Nestor Briceno
Justin Lunn,1344.138229780464,3,1400.0,0,1355.8126173906014,2,1362.2714736776484,1,2017-Davis Cup G2 R1: BAH vs VEN-Ricardo Rodriguez-Justin Lunn
Khalil Outaleb,1344.1099046872807,1,1400.0,0,1338.647573971679,1,1400.0,0,2015-Morocco F6-David Pamminger-Khalil Outaleb
Borja Gutierrez De La Maza,1344.1045074031395,6,1465.0,0,1326.436736460542,4,1465.0,0,2021-M25 Santander-Michel Vernier-Borja Gutierrez De La Maza
Mritunjay Badola,1344.1025185505755,1,1340.5324041381834,1,1400.0,0,1400.0,0,2015-India F7-Rishab Agarwal-Mritunjay Badola
Mario Littieri,1344.092285204603,5,1476.0,0,1322.0215554620759,4,1476.0,0,2011-Brazil F20-Eduardo Dischinger-Mario Littieri
Gustavo Puga,1344.0709925342956,2,1400.0,0,1340.0129081240102,2,1400.0,0,2016-Brazil F3-Mateo Nicolas Martinez-Gustavo Puga
Guilherme Rosa,1344.0534126456976,1,1347.3323542781511,1,1400.0,0,1400.0,0,2017-Portugal F19-Ivan Marrero Curbelo-Guilherme Rosa
Mohammed Abdulla,1344.04998599412,2,1339.2830282020545,2,1400.0,0,1400.0,0,2019-M15 Harare 2-Lucas Catarina-Mohammed Abdulla
Atrice Pickens,1344.0485656316653,2,1344.128871219177,2,1400.0,0,1400.0,0,2022-M15 South Bend IN-Johannus Monday-Atrice Pickens
Yanick Mandl,1344.043587485341,1,1400.0,0,1335.999991142729,1,1400.0,0,2012-USA F31-Andrei Stefan Apostol-Yanick Mandl
Morgan Johansson,1344.0376608315728,52,1396.1527833611187,23,1354.4483549583924,29,1400.0,0,2018-Sweden F3-Karl Friberg-Morgan Johansson
Paulo Knippling,1344.0374444102465,2,1342.9470587308967,2,1400.0,0,1400.0,0,2021-M25 Sintra-Santiago Fa Rodriguez Taverna-Paulo Knippling
Jack Davis,1344.0371261747548,4,1344.0054273885019,4,1400.0,0,1400.0,0,2018-Vancouver CH-Aleksandar Vukic-Jack Davis
Vasilios Stavropoulos,1344.034539542369,6,1346.2331312357367,2,1367.7495754640427,4,1400.0,0,2016-Greece F10-Jules Okala-Vasilios Stavropoulos
Petar Jovanovic,1344.0287471651536,8,1400.0,0,1353.4122257406216,8,1400.0,0,2022-M15 Budva-Stefan Palosi-Petar Jovanovic
Daniel Brown,1344.0284587322915,2,1342.68144953053,2,1400.0,0,1400.0,0,2016-Turkey F22-Thomas Statzberger-Daniel Brown
Lluis Miralles,1344.0110953816818,2,1393.4537702659002,1,1347.1588121803902,1,1400.0,0,2021-Davis Cup WG2 R1: POL vs ESA-Kamil Majchrzak-Lluis Miralles
Alin Mihai Constantin,1344.0,29,1344.0,0,1344.0,0,1344.0,0,
Weiqiang Zheng,1343.9614496073748,113,1397.3866264845885,80,1316.0735721977992,33,1400.0,0,2019-M15 Nanchang 3-Tsung Hao Huang-Weiqiang Zheng
Karim Bendjamaa,1343.9346450249652,2,1400.0,0,1344.8292416155202,2,1400.0,0,2015-Algeria F3-Gokberk Ergeneman-Karim Bendjamaa
Manav Kumar Chakma,1343.9213258306168,1,1336.57989981822,1,1400.0,0,1400.0,0,2014-India F7-Suraj R Prabodh-Manav Kumar Chakma
Amadeo Blasco Hervas,1343.8751415930446,1,1400.0,0,1336.305126457347,1,1400.0,0,2016-Spain F23-Alejandro Artunedo-Amadeo Blasco Hervas
Sami Kirberg,1343.8746811978763,15,1352.8822687487968,8,1347.2189739900516,7,1400.0,0,2015-Eddie Herr International Tennis Championship-Yibing Wu-Sami Kirberg
Kaita Odani ,1343.868443642266,1,1339.0858814610497,1,1400.0,0,1400.0,0,2020-M15 Sharm El Sheikh-Amr Asrawy-Kaita Odani 
Alex Hilliard,1343.8431277007492,3,1338.857341167456,3,1400.0,0,1400.0,0,2012-USA F27-Bjorn Fratangelo-Alex Hilliard
Mlandeli Ndlela,1343.8428828152291,6,1377.700051653995,2,1406.7533779288924,1,1458.0,0,2011-Rwanda F1-Francesco Vilardo-Mlandeli Ndlela
Carlo Izurieta,1343.8097084281303,3,1400.0,0,1343.604089874636,3,1400.0,0,2018-Ecuador F2-Francisco Comesana-Carlo Izurieta
Mantas Bugailiskis,1343.807796783913,7,1324.4495041794116,2,1364.5500549497046,4,1415.101206777905,1,2014-Lithuania F1-Marat Deviatiarov-Mantas Bugailiskis
Apuroop Patlolla Reddy,1343.7957019775106,3,1366.9353941362074,1,1377.1456687921395,2,1400.0,0,2019-M15 Singapore 1-Kelsey Stevenson-Apuroop Patlolla Reddy
Stepan Mozhaev,1343.780679447723,2,1334.6759033580113,2,1400.0,0,1400.0,0,2022-M15 Monastir-Aziz Dougaz-Stepan Mozhaev
Jiajun Zhang,1343.7429691215984,1,1345.4583752387098,1,1400.0,0,1400.0,0,2017-Quanzhou CH-Xi Qi-Jiajun Zhang
Leonardo Dellamea,1343.7416363910309,1,1347.4368845364675,1,1400.0,0,1400.0,0,2012-Brazil F35-Rodrigo Senattore-Leonardo Dellamea
Vijay Kannan,1343.7342120643716,24,1361.304833571288,6,1364.9541815199343,3,1463.0,0,2014-India F5-Ranjeet Virali Murugesan-Vijay Kannan
Maxime Dubouch,1343.724464381674,8,1399.905132608803,6,1355.1193349984667,1,1341.99705469655,1,2022-M25 Uriage-Constantin Bittoun Kouzmine-Maxime Dubouch
Peter Sillanpaa,1343.7013331962785,2,1400.0,0,1340.6011141157107,2,1400.0,0,2018-Finland F3-Matvey Minin-Peter Sillanpaa
Enrique Paya Gonzalez,1343.697714392909,9,1369.4277811678023,3,1380.9982240686002,6,1400.0,0,2017-Spain F23-Jaime Fermosell-Enrique Paya Gonzalez
Alvaro Ochoa,1343.689835015288,9,1363.5814076708753,3,1374.2021176913734,6,1400.0,0,2014-Delray Beach-Ivan Endara-Alvaro Ochoa
Alex Valeriano,1343.6561138954535,16,1390.302402798089,3,1344.7086311120681,13,1400.0,0,2016-Spain F22-Juan Lizariturry-Alex Valeriano
Eric Garcia Crespo,1343.642983590479,5,1377.1885923848204,3,1353.1202983019243,2,1400.0,0,2013-Spain F16-Oriol Roca Batalla-Eric Garcia Crespo
Ayoub Chakrouni,1343.6316050530472,66,1428.5247206922393,2,1362.3512814141993,64,1400.0,0,2017-Tunisia F17-Matteo De Vincentis-Ayoub Chakrouni
Xingyu Zou,1343.6056033411076,1,1340.9387403871594,1,1400.0,0,1400.0,0,2018-China Junior 14-Runyu Zhao-Xingyu Zou
Thomas Heyse,1343.5614520899944,1,1400.0,0,1334.4417342311233,1,1400.0,0,2014-Belgium F8-James Junior Storme-Thomas Heyse
Daniel Sela,1343.533658530682,1,1336.9754310186886,1,1400.0,0,1400.0,0,2018-Israel F11-Samuel Beren-Daniel Sela
Emin Agaev,1343.5161784374532,2,1400.0,0,1400.0,0,1305.0355786669056,2,2016-Azerbaijan F2-Benjamin Balleret-Emin Agaev
Andrey Budanov,1343.5011827262467,2,1340.0403482898196,2,1400.0,0,1400.0,0,2018-Yeltsin Cup-Giacomo Dambrosi-Andrey Budanov
Anurag Agarwal,1343.4809927618733,2,1368.2165643183466,1,1364.7941806891552,1,1400.0,0,2021-M15 Doha-Aleksandre Bakshi-Anurag Agarwal
Daniel Bennett,1343.4503185330923,5,1400.2065849610406,2,1400.0,0,1307.164153539206,3,2018-Nottingham CH-Mark Whitehouse-Daniel Bennett
Adnan Al Mahmoud,1343.4430888208378,14,1374.3788696142458,1,1355.1748560827104,3,1416.0,0,2014-Austria F10-Dominic Weidinger-Adnan Al Mahmoud
Ibrahim Abou Chahine,1343.4428871804923,6,1396.082975263432,3,1395.97168782775,2,1469.0,0,2015-Lebanon F2-Matteo Marfia-Ibrahim Abou Chahine
Daniel Leitner,1343.426240227276,2,1400.0,0,1334.73193273582,2,1400.0,0,2010-Germany F9-Alexander Flock-Daniel Leitner
Jose N Calero,1343.3902488321744,1,1400.0,0,1336.6136198877307,1,1400.0,0,2012-Colombia F3-Steffen Zornosa-Jose N Calero
Rudolf Niklas Christiansen,1343.3584222077814,4,1400.0,0,1347.160391775113,4,1400.0,0,2019-J1 Offenbach-Luca Nardi-Rudolf Niklas Christiansen
Timothy Gray,1343.3209135332254,2,1336.0620796111757,2,1400.0,0,1400.0,0,2022-M15 Raanana-Luca Castelnuovo-Timothy Gray
Drazen Vuko,1343.2922353518136,2,1400.0,0,1333.5158752346688,2,1400.0,0,2011-Perin Memorial-Herkko Pollanen-Drazen Vuko
Nikit Reddy,1343.239389512927,2,1325.3156414557934,2,1400.0,0,1400.0,0,2019-M15 Singapore 2-Gauthier Onclin-Nikit Reddy
Adam Oshannessy,1343.2217444351695,2,1337.3427415834246,2,1400.0,0,1400.0,0,2016-Australia F9-Dimitri Vidin-Adam Oshannessy
Yannis Moulod,1343.2201782915477,1,1340.3649040701534,1,1400.0,0,1400.0,0,2015-Gabon F1-David Chaplefeh Forchap-Yannis Moulod
Alvaro Chavez,1343.1951779185592,1,1400.0,0,1334.5271104878166,1,1400.0,0,2021-M15 Cochabamba-Nicolas Bruna-Alvaro Chavez
Oystein Steiro,1343.1799378057835,6,1365.0545108048545,2,1356.750203058134,4,1400.0,0,2013-Denmark F2-Prajnesh Gunneswaran-Oystein Steiro
Alok Aradhya,1343.17833383494,1,1339.9456546258523,1,1400.0,0,1400.0,0,2012-India F15-Neeraj Elangovan-Alok Aradhya
Stefano Liokossis,1343.1706399716697,2,1341.1641975693342,2,1400.0,0,1400.0,0,2021-M15 Cancun-Christian Langmo-Stefano Liokossis
Sebastian Murillo,1343.1585375030354,9,1337.619700681704,9,1400.0,0,1400.0,0,2019-M15 Santa Marta-Alejandro Gomez-Sebastian Murillo
Mark Fynn,1343.1559932734435,114,1347.072195884454,84,1425.641412046384,29,1477.0,0,2017-Zimbabwe F3-Jonathan Kanar-Mark Fynn
Priit Suluste,1343.1472694685324,2,1400.0,0,1337.433040939952,2,1400.0,0,2013-Estonia F2-Wesley Koolhof-Priit Suluste
Joop Bos,1343.1137254895377,4,1400.0,0,1329.004470144875,4,1400.0,0,2012-Spain F13-Andres Artunedo Martinavarro-Joop Bos
Sebastian Defilippis,1343.1046127317761,2,1400.0,0,1338.9145394763414,2,1400.0,0,2019-M15 Benicarlo-Carlos Sanchez Jover-Sebastian Defilippis
Sedrak Khachatryan,1343.0946028840851,2,1400.0,0,1335.3886775678145,2,1400.0,0,2013-Armenia F2-Mathias Bourgue-Sedrak Khachatryan
Ribhav Ravikiran,1343.0912185202276,1,1340.2708285508243,1,1400.0,0,1400.0,0,2015-India F5-Abdullah Shaikh-Ribhav Ravikiran
Ramiro Pioli Tizon,1343.0839781509042,2,1400.0,0,1342.8078605855117,2,1400.0,0,2019-M15 Santa Cruz de la Sierra-Oleg Khotkov-Ramiro Pioli Tizon
Robert Baylon,1343.0834584702486,2,1326.106839437802,2,1400.0,0,1400.0,0,2017-USTA International Spring Championships-Kirac Bekisoglu-Robert Baylon
Lawrence Perrin,1343.0822742290163,2,1348.9417781308598,1,1400.0,0,1343.9378186791241,1,2015-Wimbledon Boys-Tung Lin Wu-Lawrence Perrin
Pietro Rimondini,1343.0501204944112,9,1356.9423733533074,6,1313.5213629417951,3,1400.0,0,2021-M15 Ithaca NY-Axel Nefve-Pietro Rimondini
Issam Mamdouhe,1343.0295883972697,2,1400.0,0,1334.113898820205,2,1400.0,0,2010-Morocco F7-Yassine Idmbarek-Issam Mamdouhe
Mats Hermans,1343.0246024840812,25,1400.0,0,1382.944093331639,24,1346.5583865795577,1,2019-M15 Antalya 29-Mircea Alexandru Jecan-Mats Hermans
Filipp Moroni,1343.0187961099507,1,1339.9445339063964,1,1400.0,0,1400.0,0,2019-Australian Open Boys-Connor Thomson-Filipp Moroni
Floris Kilian,1343.0141086446724,4,1345.6624682511265,1,1415.590878026828,2,1336.6360727354383,1,2013-Germany F20-Dominik Schulz-Floris Kilian
Ioan Farcas,1343.01170959489,11,1480.0,0,1335.061947963134,10,1480.0,0,2013-Romania F9-Filippo Leonardi-Ioan Farcas
Nevin Arimilli,1342.9925526872685,5,1372.7647798881223,4,1338.4376306912864,1,1400.0,0,2019-M15 Austin TX-Joshua Sheehy-Nevin Arimilli
Demur Davitadze,1342.9896678984414,2,1400.0,0,1340.565406140324,2,1400.0,0,2013-Armenia F1-Yuriy Kryvoy-Demur Davitadze
Pierre Bonfre,1342.9703311906053,19,1328.338191663622,9,1367.512159518105,10,1400.0,0,2012-Romania F6-Roberto Marcora-Pierre Bonfre
Johan Claesson,1342.9662217197115,3,1400.0,0,1349.467018758384,2,1377.6921775562307,1,2015-Finland F1-Ristomatti Lanne-Johan Claesson
Tomas Venturi,1342.9612785212237,1,1400.0,0,1331.9093596415391,1,1400.0,0,2021-M15 Cordoba-Felipe Derdoy-Tomas Venturi
Yoga Argi Syahputra,1342.95239259088,1,1347.8497604866361,1,1400.0,0,1400.0,0,2015-Indonesia F1-Matias Castro-Yoga Argi Syahputra
Sam Thompson,1342.9404607941788,1,1333.252899821772,1,1400.0,0,1400.0,0,2012-Australia F8-Austin Karosi-Sam Thompson
James Cluskey,1342.9233075217899,28,1383.2035966413523,10,1343.068319061612,5,1414.0078874693688,4,2014-Spain F15-Laurynas Grigelis-James Cluskey
Matias Fernando Casanello,1342.906777022832,1,1342.0319069945065,1,1400.0,0,1400.0,0,2015-Chile F10-Felipe Lacalle-Matias Fernando Casanello
Miron Shabani,1342.901962103864,2,1366.5363946355028,1,1363.1380765519666,1,1400.0,0,2015-Algeria F2-Remy Chala-Miron Shabani
Jake Devine,1342.868457539263,10,1367.035884700735,7,1347.0381503431104,3,1400.0,0,2016-USA F1-Philip Bester-Jake Devine
Davide Ragonese,1342.8655676373198,1,1400.0,0,1332.4538893153879,1,1400.0,0,2016-Caltanissetta CH-Simon Navarro-Davide Ragonese
Hiroshi Yano,1342.8635448606167,2,1382.209658649459,1,1354.0842221577245,1,1400.0,0,2014-Guam F1-Takuto Niki-Hiroshi Yano
Ondrej Dusek,1342.8394367566862,1,1336.0940925748512,1,1400.0,0,1400.0,0,2013-Cyprus F3-Christos Hadjigeorgiou-Ondrej Dusek
Daniil Strelchenko,1342.8206445409417,6,1400.0,0,1337.8685046055693,6,1400.0,0,2019-M15 Chornomorsk-Gabriel Donev-Daniil Strelchenko
Emir Sendogan,1342.8017293908151,5,1355.4847583889991,1,1363.2208140944515,4,1400.0,0,2021-M15 Antalya-Shunsuke Mitsui-Emir Sendogan
Farzad Heidari,1342.7989906202117,5,1309.1809811661794,3,1469.0,0,1469.0,0,2012-Kuwait F2-Robert Carter-Farzad Heidari
Jakub Grzegorczyk,1342.7858849378438,3,1400.0,0,1333.2578062328344,2,1376.498940956084,1,2017-Czech Republic F7-Michael Vrbensky-Jakub Grzegorczyk
Jack Karlsson Wistrand,1342.7644045621337,2,1390.621349004618,1,1345.930317281023,1,1400.0,0,2022-M15 Kouvola-Oscar Weightman-Jack Karlsson Wistrand
Alessandro Procopio,1342.753010324324,19,1390.487578062337,7,1340.928064055263,12,1400.0,0,2021-M15 Heraklion-Arthur Fery-Alessandro Procopio
Ao Shen,1342.749066471404,2,1400.0,0,1333.02236388109,2,1400.0,0,2018-Serbia F4-Gorazd Srbljak-Ao Shen
Ryota Hisamatsu,1342.742194891627,25,1347.989906443875,6,1404.0207548504902,7,1390.7073531523376,3,2014-Japan F7-Chih Jen Ho-Ryota Hisamatsu
Manoel Felipe De Alencar,1342.7197842697708,4,1353.5976437572403,1,1366.1351923140553,3,1400.0,0,2017-Eddie Herr ITF-Alan Fernando Rubio Fierros-Manoel Felipe De Alencar
Mario Eckardt,1342.6569139820945,29,1327.3076419607414,11,1447.0082943712237,5,1427.0,0,2013-Venezuela F1-Jose Hernandez-Mario Eckardt
Dominic Barretto,1342.645731988055,1,1400.0,0,1328.4030169928587,1,1400.0,0,2018-Belgium F1-Quentin Folliot-Dominic Barretto
Reza Kohastani,1342.6449202219644,6,1480.0,0,1333.7950253384759,5,1480.0,0,2014-Iran F10-Markos Kalovelonis-Reza Kohastani
Mohammed Slimane Kichou,1342.642815750182,1,1400.0,0,1331.4977715301268,1,1400.0,0,2022-M15 Oran-Vicente Oliver Moratalla-Mohammed Slimane Kichou
Yann Minster,1342.618233044963,18,1380.8980267775046,9,1360.7163705165208,7,1353.558504397227,2,2016-France F14-Maxime Hamou-Yann Minster
Akbar Hidayat,1342.6177338185223,1,1337.3824264727982,1,1400.0,0,1400.0,0,2017-Indonesia F1-Anthony Susanto-Akbar Hidayat
Olivier Duberville,1342.6059669476476,7,1341.7858938977618,2,1389.9798023745939,5,1400.0,0,2017-Bordeaux CH-Maxime Hamou-Olivier Duberville
Javier Angel Ignacio Ahumada Garrido,1342.5996587034822,1,1400.0,0,1333.9899850818085,1,1400.0,0,2012-Brazil F26-Marcos Facundo Oliveira-Javier Angel Ignacio Ahumada Garrido
Sean Burnette,1342.5814550055013,1,1339.1350104455228,1,1400.0,0,1400.0,0,2014-Prince George’s County International Hard Court Junior Tennis Championships-Oscar Janglin-Sean Burnette
Cristian Stefan Moldovan,1342.5673712799494,2,1400.0,0,1325.2933626755323,2,1400.0,0,2017-Romania F12-Pietro Licciardi-Cristian Stefan Moldovan
David Couronne,1342.550075108162,2,1400.0,0,1327.7768570313706,2,1400.0,0,2013-Morocco F3-Isak Arvidsson-David Couronne
Alexandr Binda,1342.5176067020022,57,1293.957652575403,30,1382.0669029416108,23,1539.3526288171531,4,2022-M15 Aprilia-Gonzalo Bueno-Alexandr Binda
Benjamin Strunk,1342.5147723960806,1,1400.0,0,1334.3284282795985,1,1400.0,0,2014-Belgium F1-James Junior Storme-Benjamin Strunk
Noel Larwig,1342.4812811490294,7,1384.3678593675656,4,1322.1947281187793,3,1400.0,0,2022-M25 Getxo-Julio Cesar Porras-Noel Larwig
Iznaur Akhmaev,1342.479929906106,6,1371.5228155362418,4,1345.824690524808,2,1400.0,0,2017-Cordenons CH-Matteo Marfia-Iznaur Akhmaev
Felix Van Kann,1342.4660738303567,1,1341.032844354736,1,1400.0,0,1400.0,0,2013-USA F25-Alejandro Moreno Figueroa-Felix Van Kann
Hendrik Inno,1342.4639244150767,3,1387.9843071456128,1,1400.0,0,1311.3773369714957,2,2015-Estonia F2-Ivan Liutarevich-Hendrik Inno
Diego Duran,1342.463158857341,1,1335.5814566798012,1,1400.0,0,1400.0,0,2019-M15 Santa Tecla-Nicholas Alexander Reyes-Diego Duran
